timeline,likes,people,posts,relation_corp,relation_org,views,pe1,pe2,pe3,pe
2018-09-01,1.0,214,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.8999999999999999
2018-08-01,0.5336909610132282,336,0.4707195443875415,0.9659481932617104,0.14556492644142044,0.7310673589786363,0.4707195443875415,0.789294856730551,0.14556492644142044,0.5337766762958321
2018-07-01,0.1379838410749791,1925,0.06360068356805648,0.43848156988353165,0.8783733759901815,0.3119932391373513,0.06360068356805648,0.3230345850917298,0.8783733759901815,0.22290812326737097
2018-06-01,0.10495917744484987,1858,0.05843669363913956,0.34016400077988784,0.9919809197274149,0.2045130528739701,0.05843669363913956,0.2424723641981929,0.9919809197274149,0.2070018174156831
2018-05-01,0.0178086932110146,1788,0.03756183948249621,0.26913639908887593,0.9388111109012737,0.10306844757272329,0.03756183948249621,0.160524497022287,0.9388111109012737,0.1645755638863112
2018-04-01,0.022559680353270287,1687,0.042695274210089326,0.27112712244880005,0.8276432367288857,0.059094500573186486,0.042695274210089326,0.1541503654450184,0.8276432367288857,0.1546265978324477
2018-03-01,0.05912410244971093,1688,0.02876791509243039,0.2219059698678942,1.0,0.025784276451593036,0.02876791509243039,0.133847070959179,1.0,0.15741487034321194
2018-02-01,0.023465470895860378,1481,0.04874765329625483,0.2516918904108964,0.8437216226719927,0.06951693987921052,0.04874765329625483,0.1467889744500484,0.8437216226719927,0.1576574465799667
2018-01-01,0.4408337415722644,1393,0.10213887762642498,0.17018175773924982,0.8090416460554,0.05266621681760357,0.10213887762642498,0.22787424470482492,0.8090416460554,0.21054976459284247
2017-12-01,0.043719888770766775,1260,0.04367062083574943,0.12978018687623083,0.9283309872951306,0.04454243813146,0.04367062083574943,0.08691454769563745,0.9283309872951306,0.14510983553965395
2017-11-01,0.06596722633612781,1359,0.04385384309637897,0.1291547963638093,0.8908800904790456,0.029675049573412843,0.04385384309637897,0.09030257599742557,0.8908800904790456,0.1424910877049596
2017-10-01,0.025418974638167002,1541,0.03262760046098675,0.12665485765094975,0.7745539309613965,0.045505486745581296,0.03262760046098675,0.08005421856604122,0.7745539309613965,0.12104821894254406
2017-09-01,0.041064441744551095,1334,0.07090470627734238,0.10572742625130248,0.49440033556341934,0.03545725083369691,0.07090470627734238,0.07227449581575596,0.49440033556341934,0.11366520606747416
2017-08-01,0.06012237265008913,1366,0.039994180821391216,0.12875751378075567,0.6574373751755003,0.07243013669189036,0.039994180821391216,0.09690149602378265,0.6574373751755003,0.11881069481751955
2017-07-01,0.0,1388,0.05202256873001353,0.07891858507457063,0.6237736223843667,0.04696410192702536,0.05202256873001353,0.048852112922690386,0.6237736223843667,0.1082465373532519
2017-06-01,0.05463614954855181,1269,0.07774084502575539,0.1069395916855928,0.7466032753817783,0.02146216844139744,0.07774084502575539,0.07415307439564144,0.7466032753817783,0.1435507568723235
2017-05-01,0.03456502875821693,1431,0.030190068245311,0.07502650832953747,0.7252800042396373,0.04543531540228281,0.030190068245311,0.05696982587269038,0.7252800042396373,0.10773298913295745
2017-04-01,0.024330389426849317,1334,0.023097629091859355,0.0,0.894249779799037,0.01286708095324739,0.023097629091859355,0.009872533018704274,0.894249779799037,0.1062453153406306
2017-03-01,0.04227022564051362,1298,0.07364380297004568,0.034750393900140966,0.6347783304056822,0.01611868595688502,0.07364380297004568,0.03328000183360157,0.6347783304056822,0.11764811537267611
2017-02-01,0.0012913927265919686,1193,0.04170066574027154,0.008330576754084183,0.6989256439736165,0.02655745338161975,0.04170066574027154,0.009864196871343631,0.6989256439736165,0.09787222290292766
2017-01-01,0.03144213479447293,1009,0.09835948491642708,0.07217775815867816,0.5941739014680154,0.0404912439736028,0.09835948491642708,0.05361976831240152,0.5941739014680154,0.13451901159037824
2016-12-01,0.04374918135778592,970,0.035446711704433954,0.07897115394944523,0.7515375165763304,0.03006381923613132,0.035446711704433954,0.05862309522928466,0.7515375165763304,0.11400870724907883
2016-11-01,0.02410329607800782,1065,0.05696772784360837,0.03305301971001025,0.6288594072444585,0.09853889487817485,0.05696772784360837,0.04346527765404244,0.6288594072444585,0.11010616072682361
2016-10-01,0.037176092999505646,1082,0.026098396006271323,0.08514691027591871,0.4965827524023575,0.02589434347573588,0.026098396006271323,0.058905151732958225,0.4965827524023575,0.082988858363886
2016-09-01,0.12430728138273936,1046,0.061734240003783775,0.079716237303094,0.8392324350061279,0.06917374933310491,0.061734240003783775,0.09098505293298978,0.8392324350061279,0.14825930338277998
2016-08-01,0.07363795867743594,888,0.018274102868636132,0.061198948220614696,0.41028276486443815,0.05351093104465587,0.018274102868636132,0.0633930479224693,0.41028276486443815,0.07101065258436629
2016-07-01,0.03658857974273392,972,0.02072834525901792,0.1490167357860857,0.5996639073221632,0.04836640147740525,0.02072834525901792,0.09515822211134407,0.5996639073221632,0.1009508645210303
2016-06-01,0.05076536912173086,999,0.01376855340569641,0.04656740388119067,0.5355807427520575,0.01210381044596315,0.01376855340569641,0.04093407476630723,0.5355807427520575,0.07409942874851577
2016-05-01,0.02964010467195585,923,0.022888692052174003,0.034164339608517,0.4783880486961985,0.048696677944050165,0.022888692052174003,0.03571353679465529,0.4783880486961985,0.07228608113932083
2016-04-01,0.02535129183454557,1054,0.04371253801827406,0.049055920810186886,0.7175664587308335,0.11260557885758692,0.04371253801827406,0.0546544637269745,0.7175664587308335,0.11438050780214014
2016-03-01,0.1004314026639621,1048,0.03752549757128274,0.005695780777160744,0.6405861101582034,0.02505396631039993,0.03752549757128274,0.037988104449848986,0.6405861101582034,0.09797034089354469
2016-02-01,0.018998668419964386,873,0.031770881907199934,0.06581149692447003,0.5284664815613187,0.06042292450532977,0.031770881907199934,0.05068993388929028,0.5284664815613187,0.08711615746723891
2016-01-01,0.009127182375489635,759,0.04221002442018517,0.059929683816716255,0.8937925477301568,0.07182089303163516,0.04221002442018517,0.04706717522733205,0.8937925477301568,0.12882542199332642
2015-12-01,0.040051452728463784,696,0.041708964754640095,0.06068113494544452,0.3469715703539031,0.029480225811566015,0.041708964754640095,0.0482520484535746,0.3469715703539031,0.07419815042424674
2015-11-01,0.08599690643178425,781,0.05919947350989373,0.060633959009314106,0.44716375492630267,0.08083594006502834,0.05919947350989373,0.07228323944719799,0.44716375492630267,0.1019210314327259
