,username,posts,comments,likes,views,posts_trans,comments_trans,likes_trans,views_trans,contribution
0,D032728,172.0,291.0,563.0,17833.0,5.147494476813453,5.673323267171493,6.333279628139691,9.788805952452513,100.0
1,D045484,144.0,165.0,56.0,2876.0,4.969813299576001,5.10594547390058,4.02535169073515,7.964155718840937,93.35009023974861
5,D035583,56.0,81.0,100.0,3204.0,4.02535169073515,4.394449154672439,4.605170185988092,8.07215530818825,88.09855782971951
3,D065568,60.0,61.0,29.0,3562.0,4.0943445622221,4.110873864173311,3.367295829986474,8.178077463849608,85.76091374882668
12,I321755,36.0,44.0,35.0,19109.0,3.58351893845611,3.784189633918261,3.5553480614894135,9.857914707241372,83.96645323698178
4,D028073,60.0,61.0,13.0,1161.0,4.0943445622221,4.110873864173311,2.5649493574615367,7.057036981697891,83.6447475996001
2,D045643,70.0,73.0,6.0,1027.0,4.248495242049359,4.290459441148391,1.791759469228055,6.934397209928558,83.62448263089587
9,I852153,46.0,46.0,23.0,394.0,3.828641396489095,3.828641396489095,3.1354942159291497,5.976350909297934,81.52445971385274
6,D058883,53.0,53.0,3.0,318.0,3.970291913552122,3.970291913552122,1.0986122886681098,5.762051382780177,79.17428887967614
18,I811203,27.0,28.0,28.0,1746.0,3.295836866004329,3.332204510175204,3.332204510175204,7.465082736399547,78.8172791199562
19,I830178,27.0,27.0,14.0,5057.0,3.295836866004329,3.295836866004329,2.6390573296152584,8.528528701079983,78.42556867255789
16,D027046,31.0,31.0,13.0,1123.0,3.4339872044851463,3.4339872044851463,2.5649493574615367,7.023758954738443,78.1975975526615
61,D046082,13.0,29.0,58.0,6968.0,2.5649493574615367,3.367295829986474,4.060443010546419,8.849083518532339,77.636621205976
7,I817683,50.0,50.0,0.0,777.0,3.912023005428146,3.912023005428146,0.0,6.655440350367647,77.59156437749921
13,D067046,35.0,37.0,5.0,802.0,3.5553480614894135,3.6109179126442243,1.6094379124341003,6.687108607866515,77.51191940667175
29,I837206,22.0,24.0,14.0,5179.0,3.091042453358316,3.1780538303479458,2.6390573296152584,8.552367266423891,77.00735765643873
33,D045309,20.0,22.0,31.0,1756.0,2.995732273553991,3.091042453358316,3.4339872044851463,7.470793774195062,76.65504885899965
14,D062462,35.0,35.0,2.0,2108.0,3.5553480614894135,3.5553480614894135,0.6931471805599453,7.653494909661253,76.58290050797346
