,username,posts,comments,likes,views,posts_trans,comments_trans,likes_trans,views_trans,contribution
0,I072355,64.0,64.0,4.0,706.0,4.1588830833596715,4.1588830833596715,1.3862943611198906,6.559615237493242,100.0
2,D062462,26.0,26.0,10.0,9151.0,3.258096538021482,3.258096538021482,2.302585092994046,9.121618441915379,95.36263627146703
4,D051985,19.0,19.0,19.0,5861.0,2.9444389791664403,2.9444389791664403,2.9444389791664403,8.676075516476429,92.96593330020099
9,D062193,14.0,14.0,26.0,3768.0,2.6390573296152584,2.6390573296152584,3.258096538021482,8.234299635696253,89.88540093996704
5,D042855,19.0,19.0,5.0,2412.0,2.9444389791664403,2.9444389791664403,1.6094379124341003,7.788211557847076,89.12890734550088
10,I830178,14.0,14.0,17.0,2200.0,2.6390573296152584,2.6390573296152584,2.833213344056216,7.696212639346407,88.35629682169073
23,D039236,9.0,9.0,34.0,1778.0,2.1972245773362196,2.1972245773362196,3.5263605246161616,7.48324441607385,84.67333530050553
6,I834197,19.0,19.0,0.0,770.0,2.9444389791664403,2.9444389791664403,0.0,6.646390514847729,84.18787075240027
24,I839738,9.0,9.0,17.0,2773.0,2.1972245773362196,2.1972245773362196,2.833213344056216,7.927685045615778,83.57397993755518
1,C5038697,61.0,3.0,0.0,520.0,4.110873864173311,1.0986122886681098,0.0,6.253828811575473,83.27639213806015
3,I062161,20.0,20.0,0.0,119.0,2.995732273553991,2.995732273553991,0.0,4.77912349311153,82.593159964031
7,I839276,16.0,16.0,0.0,696.0,2.772588722239781,2.772588722239781,0.0,6.54534966033442,82.03822950016907
12,I300348,13.0,13.0,1.0,2049.0,2.5649493574615367,2.5649493574615367,0.0,7.6251071482389,80.83655856796399
32,,8.0,8.0,11.0,2094.0,2.0794415416798357,2.0794415416798357,2.3978952727983707,7.646831391430482,80.7909178861006
8,I812424,15.0,15.0,1.0,347.0,2.70805020110221,2.70805020110221,0.0,5.849324779946859,80.41667510668469
25,D036607,9.0,9.0,5.0,1030.0,2.1972245773362196,2.1972245773362196,1.6094379124341003,6.937314081223682,79.43212478003852
11,I052600,14.0,14.0,0.0,167.0,2.6390573296152584,2.6390573296152584,0.0,5.117993812416755,78.66213262334941
58,I321755,6.0,6.0,10.0,4550.0,1.791759469228055,1.791759469228055,2.302585092994046,8.422882511944996,77.95629242426843
26,C5258784,9.0,9.0,4.0,425.0,2.1972245773362196,2.1972245773362196,1.3862943611198906,6.052089168924417,77.76873916822254
161,D000409,3.0,3.0,121.0,25149.0,1.0986122886681098,1.0986122886681098,4.795790545596741,10.132573413305968,77.65926203767252
14,I007578,12.0,12.0,0.0,303.0,2.4849066497880004,2.4849066497880004,0.0,5.713732805509369,77.47256846777555
13,I015933,13.0,13.0,0.0,104.0,2.5649493574615367,2.5649493574615367,0.0,4.6443908991413725,77.13098404060942
15,I830206,12.0,12.0,0.0,198.0,2.4849066497880004,2.4849066497880004,0.0,5.288267030694535,76.93142942539792
42,I064055,7.0,7.0,8.0,641.0,1.9459101490553132,1.9459101490553132,2.0794415416798357,6.46302945692067,76.85951255243148
33,I044260,8.0,8.0,4.0,501.0,2.0794415416798357,2.0794415416798357,1.3862943611198906,6.2166061010848646,76.47862296447019
34,I833588,8.0,8.0,3.0,624.0,2.0794415416798357,2.0794415416798357,1.0986122886681098,6.436150368369428,76.02041156315035
60,I838899,6.0,6.0,7.0,1521.0,1.791759469228055,1.791759469228055,1.9459101490553132,7.327123292259293,75.6432823409879
16,I073714,11.0,11.0,0.0,136.0,2.3978952727983707,2.3978952727983707,0.0,4.912654885736052,75.32467103666451
44,I803126,7.0,7.0,3.0,1315.0,1.9459101490553132,1.9459101490553132,1.0986122886681098,7.181591944611865,75.2546501472965
17,I828625,11.0,11.0,0.0,113.0,2.3978952727983707,2.3978952727983707,0.0,4.727387818712341,75.0827733732009
28,I817683,9.0,9.0,0.0,713.0,2.1972245773362196,2.1972245773362196,0.0,6.569481420414296,74.86718691125274
19,C5165998,10.0,10.0,1.0,229.0,2.302585092994046,2.302585092994046,0.0,5.43372200355424,74.75936073275834
43,D038060,7.0,7.0,5.0,324.0,1.9459101490553132,1.9459101490553132,1.6094379124341003,5.780743515792329,74.7582415469787
59,I848919,6.0,6.0,10.0,364.0,1.791759469228055,1.791759469228055,2.302585092994046,5.8971538676367405,74.70725954528261
21,I039535,10.0,10.0,0.0,210.0,2.302585092994046,2.302585092994046,0.0,5.3471075307174685,74.64551192573431
20,D019811,10.0,10.0,0.0,210.0,2.302585092994046,2.302585092994046,0.0,5.3471075307174685,74.64551192573431
