,username,posts,comments,likes,views,posts_trans,comments_trans,likes_trans,views_trans,contribution
0,I811203,31.0,32.0,27.0,1450.0,3.4339872044851463,3.4657359027997265,3.295836866004329,7.27931883541462,100.0
1,I852153,21.0,21.0,5.0,181.0,3.044522437723423,3.044522437723423,1.6094379124341003,5.198497031265826,89.66484534146687
9,I075996,6.0,12.0,10.0,524.0,1.791759469228055,2.4849066497880004,2.302585092994046,6.261491684321042,80.79845998173921
6,I030593,7.0,7.0,10.0,686.0,1.9459101490553132,1.9459101490553132,2.302585092994046,6.530877627725885,79.55776633215264
16,D021577,5.0,5.0,29.0,944.0,1.6094379124341003,1.6094379124341003,3.367295829986474,6.8501261661455,78.35769175295626
24,D047346,4.0,6.0,37.0,682.0,1.3862943611198906,1.791759469228055,3.6109179126442243,6.525029657843462,77.7648078089467
44,I073691,3.0,10.0,33.0,301.0,1.0986122886681098,2.302585092994046,3.4965075614664802,5.707110264748875,76.78829479677147
2,I042625,10.0,10.0,0.0,228.0,2.302585092994046,2.302585092994046,0.0,5.429345628954441,76.72503370010985
10,I073941,6.0,7.0,7.0,237.0,1.791759469228055,1.9459101490553132,1.9459101490553132,5.4680601411351315,75.96478224013377
4,D036607,8.0,8.0,1.0,784.0,2.0794415416798357,2.0794415416798357,0.0,6.664409020350408,75.36978268743881
3,I048108,9.0,9.0,0.0,82.0,2.1972245773362196,2.1972245773362196,0.0,4.406719247264253,73.87290350583417
72,D057866,2.0,24.0,4.0,823.0,0.6931471805599453,3.1780538303479458,1.3862943611198906,6.71295620067707,73.84164152772634
25,I851198,4.0,5.0,12.0,390.0,1.3862943611198906,1.6094379124341003,2.4849066497880004,5.966146739123692,72.90391256227151
45,C5251393,3.0,9.0,13.0,151.0,1.0986122886681098,2.1972245773362196,2.5649493574615367,5.017279836814924,72.67123937818512
74,I814129,2.0,6.0,30.0,953.0,0.6931471805599453,1.791759469228055,3.4011973816621555,6.859614903654202,71.89876633836663
5,D068609,8.0,8.0,0.0,58.0,2.0794415416798357,2.0794415416798357,0.0,4.060443010546419,71.70706380573107
73,I822503,2.0,7.0,25.0,470.0,0.6931471805599453,1.9459101490553132,3.2188758248682006,6.152732694704104,71.24127663153669
164,D055681,1.0,8.0,64.0,2594.0,0.0,2.0794415416798357,4.1588830833596715,7.860956364876389,71.18823274252931
46,I823213,3.0,7.0,4.0,1159.0,1.0986122886681098,1.9459101490553132,1.3862943611198906,7.055312843339752,70.76081564317062
